,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
730,a gota dewan wakil rakyat pamer du biadab islam alquran merintahkan pe gal kafir lak bi ham,1,1,0,1,1,0,0,0,0,0,1,0
731,pe hina keluarga jokowi su ciduk gilir pe hina prabowo susilo bambang yudhoyono biar,1,0,1,0,0,0,0,0,1,1,0,0
732,bani kocak nih duku siwanba o bego,1,1,0,1,0,0,0,0,1,0,1,0
733,perbinca an te hirn deh an presiden,0,0,0,0,0,0,0,0,0,0,0,0
734,haha silvy oh silvy caci an ah wkwk debat final pilih kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
735,ayo kawan bera kat delman onta,0,0,0,0,0,0,0,0,0,0,0,0
736,gubernur patuh lapor lapor harta kayak selenggara negara ganjar sin1 kamiganjar sin,0,0,0,0,0,0,0,0,0,0,0,0
737,bukti radikal an hati front bela islam kura bukti orasi orasin hati front bela islam fitnah caci maki hadap perintah polisi republik indonesia ulama k i k i r otak bebek pura pura buta tuli deh an isi otak junj,1,1,0,1,1,0,1,0,0,0,1,0
738,sebenarn maksud jor joran pinjam ajaib n1 rebut simpati t bombardir media 51 freepo milik indonesia n2 isu got sulit digore be ransformasi rezim main teknologi got tin,0,0,0,0,0,0,0,0,0,0,0,0
739,6 jam jalan ba adem wkwk onta,0,0,0,0,0,0,0,0,0,0,0,0
740,bahas islam meru k nilai pe uatan kakak ter revitali sih didik nilai,1,0,0,1,1,0,0,0,0,0,1,0
741,bagus pakai petisi le serkan jokowi kembalikanahokkecipina,1,0,1,0,0,0,0,0,1,1,0,0
742,semoga dima etnis cina indonesia duduk perintah bi kakak k sih apur,1,0,0,1,0,1,0,0,0,0,1,0
743,monyet mati,0,1,0,0,0,0,0,0,0,0,0,0
744,pandai pandain sembunyi ba ti cium baun haha,0,0,0,0,0,0,0,0,0,0,0,0
745,islam kitab suci logika jatuh palu jawa modeln tau a i fiksi kamus bahasa indonesia,0,0,0,0,0,0,0,0,0,0,0,0
746,mu kin laku raja lman han citra,1,0,1,0,0,0,0,0,1,1,0,0
747,me edukasi manus 2 udik sepe i mi ln,1,1,1,0,0,0,0,0,1,1,0,0
748,muslim katolik buddha hindu kristen jawa sumatra papua konsekuensi muslim jawa bineka negara republik indonesia pancasila konsekuensin indonesia,0,0,0,0,0,0,0,0,0,0,0,0
749,tolol hubu ann rumahta urus kerja h ban k cakap menteri pecat gubernur jaka a karuan sebentar hancur jaka a,1,1,1,0,0,0,0,0,1,1,0,0
750,bi doro pembia an sih riah pemba unan,0,0,0,0,0,0,0,0,0,0,0,0
751,semoga semoga berkah semu mohon perhati sektor sektor dunia mera sulit takut mohon presiden blusuk lembaga bijak barang jasa perintah dira at me hambat departemen sehat polisi suka me gu,0,0,0,0,0,0,0,0,0,0,0,0
752,nih cowok buru cewek cewen nada nada transgender indonesia nyi,1,0,1,0,0,0,0,1,0,1,0,0
753,indonesia seda jajah cina,1,0,0,1,0,1,0,0,0,0,1,0
754,bubar dewan wakil rakyat butuh,1,0,0,1,0,0,0,0,1,0,0,1
755,akak nan gue tai dig ar,1,1,1,0,0,0,0,0,1,1,0,0
756,bu fadli timba kadar iman seseora pakai timba an yur kadar iman tuan guru bajang ti fadli dokter gigi bawa bu a makam sosialis komunis,0,0,0,0,0,0,0,0,0,0,0,0
757,cocot cocot cocot 2019 bubar gerindra,1,1,0,1,0,0,0,0,1,0,1,0
758,ayo ngewe,0,1,0,0,0,0,0,0,0,0,0,0
759,sih e januari 1998 anti suha o ge an komunis h,0,0,0,0,0,0,0,0,0,0,0,0
760,h sok bijak mata lihat bobrok hukum at t bi nilai bego lihat 2019 ganti presiden,0,1,0,0,0,0,0,0,0,0,0,0
761,burma buddha mema teroris sebenarn,1,0,0,1,1,0,0,0,0,0,1,0
762,hooo lihat bego kara haha,0,1,0,0,0,0,0,0,0,0,0,0
763,wkwk trigger bani onta,1,1,1,0,0,0,0,0,1,1,0,0
764,bre sek mantan one thi bout her suka mulutn emak filter sok ti jujur,1,1,1,0,0,0,0,0,1,1,0,0
765,ustaz mema pe gemar pe ge olah raga sepeda bekas mantap 20 partai keadilan sejahtera asyik,0,0,0,0,0,0,0,0,0,0,0,0
766,hehe emak k a fandom,0,1,0,0,0,0,0,0,0,0,0,0
767,onta nya e,0,0,0,0,0,0,0,0,0,0,0,0
768,2 bawa bom etes pol kali hehe kabar ronald,0,0,0,0,0,0,0,0,0,0,0,0
769,akhlak mulia presiden be emu kiai pinisepuh me gulu le an kemejan mema sih at hormat tabik,0,0,0,0,0,0,0,0,0,0,0,0
770,ios anjing,0,1,0,0,0,0,0,0,0,0,0,0
771,gue demo jokowi ekick palkjihun dunia,1,0,1,0,0,0,0,0,1,1,0,0
772,jelek udik,1,1,1,0,0,0,0,0,1,1,0,0
773,muak fitnah prabowo,1,0,1,0,0,0,0,0,1,1,0,0
774,kota latiga jawa te ah kristen 1 latiga,0,0,0,0,0,0,0,0,0,0,0,0
775,iklan ahok jahat rezim jokowi kampret setan iblis dajjal diba kit kuburn gembira pesta pora dibele gu,1,1,0,1,0,0,0,0,1,0,1,0
776,orang sipit masuk indonesia han pe alih hati xb2lah syiah ah rafidhah bia kerokn ronta kudeta negara muslim ahlusunah dunia,1,0,0,1,1,1,0,0,0,0,1,0
777,ketua dewan wakil rakyat doro inspirasi kreatif perintah sesuai buda pancasila,0,0,0,0,0,0,0,0,0,0,0,0
778,gubernur ahmad her wan me ukir sejarah bandara super megah ajati diba uji nasional deh an bia mandiri me anggar belanja negara murni kelola perintah provinsi jawa barat sejarah infrastruktur indonesia,0,0,0,0,0,0,0,0,0,0,0,0
779,kristen nu ntara alir kristen ge an cegah paham radikalisme buminu ntara spe i haln nu biar han nu main gal cegah paham radikalisme negara republik indonesia cinta mari ter,0,0,0,0,0,0,0,0,0,0,0,0
780,kakak tai,1,1,1,0,0,0,0,0,1,1,0,0
781,lt be an tan dirin laku hidup sebelumn sih ai sih ai be emu deh an pria asi sebal sih i nada bicara teruna a ie sena deh an pria mema giln non me e i,0,0,0,0,0,0,0,0,0,0,0,0
782,jago bakar isu partai komunis indonesia komunis,1,0,1,0,0,1,0,0,0,1,0,0
783,waspada jate indikasi mobil sih mas jate tamas pilih kepala daerah temu panitia awas brebes 1 nkk deh an 946 a gota keluarga,0,0,0,0,0,0,0,0,0,0,0,0
784,sih joko p populer pro nas jakarta sih ahok mw kalah proyek proyek jakarta akhirn 1 pmb unan sl i b uji nasional ruas ruas utama sli cebo goblok lahin ani,1,1,1,0,0,0,0,0,1,1,0,0
785,suami an ce e suka blok oke katan politis top mantan tim sukses kafir nista agama laku takut katan liberal i ehek,0,0,0,0,0,0,0,0,0,0,0,0
786,mema anak anji k a,1,1,1,0,0,0,0,0,1,1,0,0
787,bani k ret bani kecebo pilih bani adam manusia,1,1,0,1,0,0,0,0,1,0,1,0
788,gue k ret bi eliat bro sih lollll,0,1,0,0,0,0,0,0,0,0,0,0
789,hai kunyuk supa paham prabowo subianto calon presiden presiden play station mem,1,1,1,0,0,0,0,0,1,1,0,0
790,presiden joko widodo putus realisitis me ejar pemba unan proyek strategis nasional play station network,0,0,0,0,0,0,0,0,0,0,0,0
791,rezim les rezim tipu citra palsu,1,1,0,1,0,0,0,0,1,0,1,0
792,jijik gue cowok cowok pakai baju merah muda gue tonton video bokep gue cewek kakin mu il pakai kaos kaki paha warna merah muda pakai baju merah muda panja sih e paha buka isin titit asuuuuu,0,1,0,0,0,0,0,0,0,0,0,0
793,su guh rezim kocak indonesia seda sekarat umat muslim pilah allah subhanahu wa taala golo an muslimin munafik,1,0,0,1,1,0,0,0,0,0,1,0
794,jancuk,0,1,0,0,0,0,0,0,0,0,0,0
795,nih nyinyir hijrah tutup kore,1,1,1,0,0,0,0,0,1,1,0,0
796,pakai jokowi duduk hina emak prabowo pe a guran ban k politikus a gur omo awur,1,0,1,0,0,0,0,0,1,1,0,0
797,jatohn musyrik tar masuk a,0,0,0,0,0,0,0,0,0,0,0,0
798,mend i i jokowi harlah gera mahasiswa islam indonesia bandu cak imin jaka a deh an pe presiden ber presiden join 2019 cak imin the next wakil presiden join 2019,0,0,0,0,0,0,0,0,0,0,0,0
799,teknis straight etis gue kitn mantan putus jalur he bro gue alamin gue mantan gue putus mantan gu,0,0,0,0,0,0,0,0,0,0,0,0
800,jual kaos laku isu partai komunis indonesia duh bi maju,0,0,0,0,0,0,0,0,0,0,0,0
801,jokowi ahok te unda penjara,1,0,1,0,0,0,0,0,1,1,0,0
802,rela antre ribu lamar buru lowo an kerja gedu small and medium enterprises and cooperatives,0,0,0,0,0,0,0,0,0,0,0,0
803,me me baha arab tuhan maha esa pancasila berbaha indonesia,1,0,0,1,1,0,0,0,0,0,1,0
804,debat surat pemberitahuan mema hindar sejarah gereja catat pecah pe gereja konsili yeru lem tradisi hudi rupa ajar kristiani,0,0,0,0,0,0,0,0,0,0,0,0
805,pante tim sukses anies etwit aco sok jago,1,0,0,1,0,0,0,0,1,0,1,0
806,kabar bos bos ai duku menteri perempuan komunis nmu kin makan,0,0,0,0,0,0,0,0,0,0,0,0
807,cari yeoja chara seksi lonte suka spam pic charan entot rep like draxe,0,1,0,0,0,0,0,0,0,0,0,0
808,kicau lihat tolol goblokn tolol pilih,1,1,0,1,0,0,0,0,1,0,1,0
809,oi turonggo bom kajakkk,0,0,0,0,0,0,0,0,0,0,0,0
810,i grid widjanarko me abdi hidup seni buda sosial,0,0,0,0,0,0,0,0,0,0,0,0
811,prambanan candi hindu kelompok candi candi aran gedo sok o borobudur candi buddha kelompok sewu mendut,0,0,0,0,0,0,0,0,0,0,0,0
812,wa in kayak mbak kunti do,0,0,0,0,0,0,0,0,0,0,0,0
813,bo du video 31 detik su ambil simpul heran du kolam,1,1,1,0,0,0,0,0,1,1,0,0
814,pe tau buda badui rencana btu mi gu 14 15 april 2018 na pali an habis rp300 000 an kontak jalan bare male trip a,0,0,0,0,0,0,0,0,0,0,0,0
815,haha a order demo a nasi bu kus a gizi idiot,0,1,0,0,0,0,0,0,0,0,0,0
816,generasi tinja at bahagia pimpin bi koar koar anti ase jaman pilih kepala daerah sele i pilih kepala daerah pe ikutn bela tinja ase enak,1,1,0,1,0,0,0,0,1,0,1,0
817,anak anak partai komunis indonesia muncul me jejak bapakn,1,0,0,1,0,1,0,0,0,0,1,0
818,maestro calon presiden calon wakil presiden ri 1 nih pintar pro oi otoriter,0,0,0,0,0,0,0,0,0,0,0,0
819,ban k hadap bu karno sih ai beliau jatuh jabat daulat indonesia keras tolak modal asi freepo 51,0,0,0,0,0,0,0,0,0,0,0,0
820,ava jelek etweet ramai k set emak kontol kepala mata,0,1,0,0,0,0,0,0,0,0,0,0
821,haha babi migrain plak twit cari babi iya hg reply twit le brim nih good timi,1,1,1,0,0,0,0,0,1,1,0,0
822,untu 2an an sih ai komunis ateis,0,0,0,0,0,0,0,0,0,0,0,0
823,bule rezim jokowi pilih ham 51 38 2021 a kat kaki bumi negara republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0
824,palestina fakta 29 november 1947 pbb tuju me mandat britania ra palestina deh an resolusi pbb 181 duku 33 negara 13 negara tolak 10 netral wila h tanah palestina,0,0,0,0,0,0,0,0,0,0,0,0
825,inherit agama bro nasib anak islam haha,0,0,0,0,0,0,0,0,0,0,0,0
826,bikin puye kepala prabowo amin rais om nada nada bicaran mutu,1,0,1,0,0,0,0,0,1,1,0,0
827,juragan partai komunis indonesia mari duku prabowo 2019,1,0,0,1,0,1,0,0,0,0,0,1
828,sehat cacat do,0,1,0,0,0,0,0,0,0,0,0,0
829,ku khawatir sih ai tenaga kerja asing a kat senjata me ua i deh sih gah markas mu kin nwila h indonesia timur sih,0,0,0,0,0,0,0,0,0,0,0,0
830,tern ta takut2in tim komunis komisi berantas korupsi akhirn tuan guru bajang serah k p kuan zionis pkip,0,0,0,0,0,0,0,0,0,0,0,0
831,beli sena udara beli sena ajar hindu bal wawa kar kar gede prama tarik baca perlua wawa,0,0,0,0,0,0,0,0,0,0,0,0
832,suka nyinyir pecun lini elike posti an akun open bo,0,0,0,0,0,0,0,0,0,0,0,0
833,bua islam bi men kit laku manusia,1,0,0,1,1,0,0,0,0,0,0,1
834,etnis cina mema jua at ban k pe khianat antek belanda,1,0,0,1,0,1,0,0,0,0,1,0
835,lele jamban kuni kuni do,0,0,0,0,0,0,0,0,0,0,0,0
836,malam kepala badan bina ideologi pancasila bicara ber menteri agama rektor universitas islam negeri sumatra utara habib jindan bin novel me aji indonesia indonesia berbuda universitas islam negeri sumatra utara medan 11 4 18,0,0,0,0,0,0,0,0,0,0,0,0
837,bupati jember harap jfc 2018 sema at geliat ekonomi tan baca sele,0,0,0,0,0,0,0,0,0,0,0,0
838,ebunuh musuh ebunuh minion ebunuh le ebunuh monster hutan assist hancur turet ambil ml atm wkwk k ret xd,0,1,0,0,0,0,0,0,0,0,0,0
839,ahok sih mulut jamban tokoh nilai baha indonesia norma etika 0 tai kuci,1,1,1,0,0,0,0,0,1,1,0,0
840,mowaa me atak warga nias mena djarot ar pilih kepala daerah sumatra utara 27 juni nias pilih djarot syiar,0,0,0,0,0,0,0,0,0,0,0,0
841,jir dahak wkwk tolol,1,1,1,0,0,0,0,0,1,1,0,0
842,terimaka jokowi semoga presiden bi bijak amin,0,0,0,0,0,0,0,0,0,0,0,0
843,h jawabann goblok mas jaka sembu bawa sepeda sekolah bawa golok gila nih tua,1,1,1,0,0,0,1,0,0,1,0,0
844,hebat sih ai maksud tuju sensitif ba basi uru patah silaturahmi klarifikasi perora an jemaah selanjutn viral buda toleransi timur eksistensi at,0,0,0,0,0,0,0,0,0,0,0,0
845,soeha o mu kin komunis me ua i negeri agama sepe i,0,0,0,0,0,0,0,0,0,0,0,0
846,undang undang anti terorisme hkan dewan wakil rakyat aparat aman milik payu hukum be indak pera i teroris,0,0,0,0,0,0,0,0,0,0,0,0
847,ahok tai fitnah emak tuka caci maki perempuannn anjing ahok titumba debat final pilih kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0
848,fu sih goods and services tax me ura beban kebergantu an hasil petroleum negara ide pelak naan goods and services tax data bank negara i bn gelomba biru,0,0,0,0,0,0,0,0,0,0,0,0
849,sikap takut rezim presidential threshold jumat berkah,0,0,0,0,0,0,0,0,0,0,0,0
850,ridwan kamil mema hebat top kakak ahok tuka nista agama koruptor,1,1,1,0,1,0,0,0,0,1,0,0
851,titah ku sih gunawan asri kunyuk ai nu kena kehed,0,1,0,0,0,0,0,0,0,0,0,0
852,muslim me atak data allah subhanahu wa taala muhammad bejat nabi,1,1,0,1,1,0,0,0,0,0,1,0
853,kelihatann main belaka le serkan jokowi hasil ganti presiden sepe i o ganti habibie,1,0,1,0,0,0,0,0,1,1,0,0
854,media sosial presiden soeha o bi le serkan jokowi,1,0,1,0,0,0,0,0,1,1,0,0
855,cermat deh pedean mules toilet toilet tai tai,0,0,0,0,0,0,0,0,0,0,0,0
856,a i anji lebay geblek,1,1,1,0,0,0,0,0,1,1,0,0
857,ambisi kekua an h2 otoriter,1,0,1,0,0,0,0,0,1,1,0,0
858,hem kakak atn turun pakde nih akal sehatn jalan,1,0,1,0,0,0,0,0,1,1,0,0
859,heran setan iblis kabur takut mende ar azan makhluk allah antek deh er azan pura pura budek kupi kalah do setan iblis,1,1,1,0,0,0,1,0,0,1,0,0
860,ayu mubah sedekah bumi lempar lema info buda warga deh ayu me gelar tradisi sedekah bumi upa bakar lema tradisi buda rutin dilak,0,0,0,0,0,0,0,0,0,0,0,0
861,aset negara jual ruhut hebat impor an rajalela bahan bakar minyak babi buta puluh juta lowo an kerja ase hebatn joko widodo bikin t negara ra hancur,1,0,1,0,0,0,0,0,1,1,0,0
862,presiden keluh bupati mas at pulau mosir kura an kapal peri labuh su gup presiden perintah menteri hubung sedia kapal peri bagus pemba unan labuh,0,0,0,0,0,0,0,0,0,0,0,0
863,ekonomi dipega gerindra bi hancur negara k rankan cetak ua ban k2 ba r huta huta uta i negara bi 2n bia produksi cetak ua murah ekonomi comberan kecoa kin,1,1,0,1,0,0,0,0,1,0,1,0
864,98 dolar 12 000 koar koar rezim le ser kara tembus 15 000 jilat pe ua kakak an t korban propaganda politikus busuk,1,1,1,0,0,0,0,0,1,1,0,0
865,pagu ajak gelut onta,1,1,1,0,0,0,0,0,1,1,0,0
866,pli ngewe,0,1,0,0,0,0,0,0,0,0,0,0
867,prof jeffrey musim dingin jokowi presiden lemah sejarah indonesia ani pembaha prof jeffrey musim dingin bagus anli 2015 pembaha nn 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
868,digendo sombo dipa gul mera gul hormat rendah hati mema gul presiden ukan elite tentara nasional indonesia jaga daulat negara republik indonesia juru,0,0,0,0,0,0,0,0,0,0,0,0
869,ooo partai adil sejahtera front bela islam isl,0,0,0,0,0,0,0,0,0,0,0,0
870,2019 mema pilih presiden ti ban k prestasin ban k pe alam hasilkerjan bukti presiden,0,0,0,0,0,0,0,0,0,0,0,0
871,allah lindu mua goda setan kutuk,0,0,0,0,0,0,0,0,0,0,0,0
872,pecun kelas teri nih,1,1,1,0,0,0,0,1,0,1,0,0
873,survei lembaga kaji milu indonesia pilih kepala daerah tapanuli utara tahan sulit kalah wa a ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
874,ahok target audit kisruh bantar geba sele i ahok me atak audit,0,0,0,0,0,0,0,0,0,0,0,0
875,dina islam nikah teh tau ribet an sulit ku orang to ge sih to kapuji orang lamun sederhana lewih loba berkah,0,0,0,0,0,0,0,0,0,0,0,0
876,jo os cina mera merdeka indonesia cina kakak,1,1,0,1,0,1,0,0,0,0,1,0
877,profesor mena debat pilih kepala daerah jawa timur,0,0,0,0,0,0,0,0,0,0,0,0
878,ge an 2019 ganti presiden dunia spanduk edar turki jepa jerman i gris,0,0,0,0,0,0,0,0,0,0,0,0
879,oh bre sek,0,1,0,0,0,0,0,0,0,0,0,0
880,me hapus teroris islam efektif alquran kitab teroris,1,1,0,1,1,0,0,0,0,0,1,0
881,an bia main frami uru data ekonomi paham owa,0,0,0,0,0,0,0,0,0,0,0,0
882,wlah daniel beli micin bego lurah,1,1,1,0,0,0,0,0,1,1,0,0
883,aman sesuai orang hudi aron arab harun hudi yochanan arab h,0,0,0,0,0,0,0,0,0,0,0,0
884,mari i atkan duku perintah kelola ekonomi sejahtera t politik susilo bambang yudhoyono,0,0,0,0,0,0,0,0,0,0,0,0
885,prabowo at k calon presiden at k presiden,1,0,1,0,0,0,0,0,1,1,0,0
886,emak anjir sok goriti motor cewek cowok su tawar vila,0,1,0,0,0,0,0,0,0,0,0,0
887,jokowi era pemba unan duit uta,1,0,1,0,0,0,0,0,1,1,0,0
888,iman allah subhanahu wa taala du biadab mendu ukan biadab ba,1,1,0,1,1,0,0,0,0,0,1,0
889,klop prabowo berontak koruptor,1,0,1,0,0,0,0,0,1,1,0,0
890,emak abisn aktif lihat lini asi moodn ila,0,0,0,0,0,0,0,0,0,0,0,0
891,udik darah dagi,1,1,1,0,0,0,0,0,1,1,0,0
892,baju muslim be uliskan 2019 ganti presiden 2019 prabowo presiden,1,0,1,0,0,0,0,0,1,1,0,0
893,kunju an presiden joko widodo padakar tunai labuh ratu sukabumi deh citarik hasil ubah deh bua an sih ah bau kumuh wi ta re air sih ah produk mem,0,0,0,0,0,0,0,0,0,0,0,0
894,islam islam islam embel embel islam nu ntara teman pakai embel embel katolik nu ntara protestan nu ntara hindu nu ntara buddha nu ntara pakai embel2n sila,0,0,0,0,0,0,0,0,0,0,0,0
895,perintah kota cirebon optimis rekam 19 000 calon pilih status ajar,0,0,0,0,0,0,0,0,0,0,0,0
896,nun bom,0,0,0,0,0,0,0,0,0,0,0,0
897,hhhhmmm akibatn korban gizi buruk paham,0,0,0,0,0,0,0,0,0,0,0,0
898,gue sbnrn pali malas aduh iya admin ba t gue kenal jirapuncel xogentot awaln humoris goblok otakn sete ah aduh homo nih orang,0,1,0,0,0,0,0,0,0,0,0,0
899,jilat vagina sih cewek jilat vagina gigit kelentit nya jilat vagina sih ai nih,0,1,0,0,0,0,0,0,0,0,0,0
900,sinden banci kocak princess aprilia admin o go i,0,1,0,0,0,0,0,0,0,0,0,0
901,kitab suci turun allah gsp fiksi pakai belaga lihat segi filsafat eh mi ln alquran fiksi bi do alquran r hukum hukum islam,0,0,0,0,0,0,0,0,0,0,0,0
902,mobile end mema babi anje xnk kasih rank kimakkk tim noob babi bocah setan,1,1,0,1,0,0,0,0,1,0,1,0
903,haha cebo kafir alay goblok munafik jijik ba et ih,1,1,1,0,1,0,0,0,0,1,0,0
904,owwwwh boko supirn be r rekan makan sih ek duduk besi eh haha,0,1,0,0,0,0,0,0,0,0,0,0
905,iya jual sih koh mata ih picek ta i liak tas jlentrek k tai k dik toko tas kulit lumpia sek koso pe tas kulit kadal koh cocok lidah,1,1,1,0,0,0,1,0,0,1,0,0
906,me enal pribadi perempuan pilih kepala daerah bondowoso,0,0,0,0,0,0,0,0,0,0,0,0
907,lahn destinasi piknik gereja katolik gue bacot gue suka khidmat atur t h sekolah sekolah dasar katolik bina iman mude ibadahn cocok,0,0,0,0,0,0,0,0,0,0,0,0
908,the lie tju lie tju seroja the lie tju seroja siswi sekolah dasar katolik kar yosef 1978 1983 istrin ronaldo pardede the lie tju syiah oi deh gizi oi deh rode ronaldo pardede gizi,0,0,0,0,0,0,0,0,0,0,0,0
909,the lie tju siswi sekolah dasar katolik kar yosef kelas 6b 1983 istrin ronaldo pardede h,0,0,0,0,0,0,0,0,0,0,0,0
910,bandel kakek bokep bokep indo entot boke ian crot bokep hot horny e kontol boobs blowjob milf blonde cum film malam tonton bokep bokep online,0,1,0,0,0,0,0,0,0,0,0,0
911,duku koruptor bubar komisi berantas korupsi pante situ isu isu partai komunis indonesia r koruptor,1,0,0,1,0,0,0,0,1,0,0,1
912,aneh om bua sih ah tempatn te gelam tempatn aneh dite gelam darat,0,0,0,0,0,0,0,0,0,0,0,0
913,tenaga kerja asing cina mema manja,1,0,0,1,0,1,0,0,0,0,1,0
914,bi masuk google web blogger forum situs dewa kakak bonus jablay abg lonte bispak bugil naked toge puti jilboobs binal bis r a mk us tantegira ngewe entot porno naked banget colmania cocktribute c,0,1,0,0,0,0,0,0,0,0,0,0
915,nasionalis agam soedurisme insinyur soekarno nasionalis men t gus dur sosok agam men umat agama cak sosok jua an indonesia,0,0,0,0,0,0,0,0,0,0,0,0
916,utekn silit,0,1,0,0,0,0,0,0,0,0,0,0
917,han bodoh opini partai komunis indonesia ba kit presiden pintar akti citra intelijen tentara nasional indonesia bicara adan partai komunis indonesia ba kit,1,0,1,0,0,0,0,0,1,1,0,0
918,an sih ai indonesia ambil alih cina boikot produk cina,1,0,0,1,0,1,0,0,0,0,1,0
919,penti pain komen tolol,1,1,1,0,0,0,0,0,1,1,0,0
920,emak rap gapun ra peduli bgstttttttt,1,1,1,0,0,0,1,0,0,1,0,0
921,mental mobil kendara taktis kawal polisi ba et bis lempar molotov iya kakak k jalan gatot subroto mental bikin nazar nikah monyet mental eru k stadion gelora karno aset negara proyek menteri wkwk,0,1,0,0,0,0,0,0,0,0,0,0
922,goblok menonton acara nya malam beliau me atak islam fiksi bukti video nya islam kafir islam keba etan fitnah muslim kafir heran,1,1,1,0,1,0,0,0,0,1,0,0
923,agam sempurna umat ban k pintar goblok berani bicara aduh,0,1,0,0,0,0,0,0,0,0,0,0
924,3 klaim rezim jokowi memba hasil distribusi 262 321 bida luas 199 726 aset bekas hak ikelir tanah lantar rn ifikasi tanah adil tanah,0,0,0,0,0,0,0,0,0,0,0,0
925,ban k,0,1,0,0,0,0,0,0,0,0,0,0
926,fix sinti,1,1,1,0,0,0,1,0,0,1,0,0
927,bh bi 2 adek armando mempe aruhi muslim awam bi cuci otakn ustaz sih aman jil pera pikir berbaha dibandi pera fisik kalah pera fisik b sih hid kalah p,0,0,0,0,0,0,0,0,0,0,0,0
928,mamat masuk van celah kereta lai ro k setan rrrr,1,1,1,0,0,0,0,0,1,1,0,0
929,lebaran kakak,0,0,0,0,0,0,0,0,0,0,0,0
930,daga an islam nu ntara ramai and semoga kristen nu ntara bau nu ntara,0,0,0,0,0,0,0,0,0,0,0,0
931,cek kesiap pe aman pilih kepala daerah tern ta polisi resor marinda han milik mobil patroli bhara,0,0,0,0,0,0,0,0,0,0,0,0
932,1 ba t n2 cebo n3 kecoak n4 baji an n5 tai a n6 uanji n7 monyet n8 cecurut n9 boraks n10 kucirap,0,1,0,0,0,0,0,0,0,0,0,0
933,manis butut goblok soler out herjos out,1,1,0,1,0,0,0,0,1,0,1,0
934,entot,0,1,0,0,0,0,0,0,0,0,0,0
935,me hina malu me fasilitas perintah bikin bani daster tau malu harga makan gaji negara hina haram,1,1,0,1,0,0,0,0,1,0,1,0
936,menteri hubung presiden jokowi ikan ide arah penti proses pemba unan bandara ajati,0,0,0,0,0,0,0,0,0,0,0,0
937,ra ra i in cerita kakak kuat darin han bisu suara,0,0,0,0,0,0,0,0,0,0,0,0
938,kabar barel oi bom allah kasihan banget indekos situ,0,0,0,0,0,0,0,0,0,0,0,0
939,nema anakn pepo bi a doa bawa ba foto model ncebo urus biar rewel x9,1,1,0,1,0,0,0,0,1,0,1,0
940,kakak sekolah sekolah negeri agam kakak sekolah sekolah kristen mahal kakak miskin etnis,0,0,0,0,0,0,0,0,0,0,0,0
941,maksud didik an batas helen keller wanita bisu tuli buta bi gelar rjana prestasi steven hawki bi me emba ilmu kelumpuhann,0,0,0,0,0,0,0,0,0,0,0,0
942,besok prabowo pres teriak teriak timpa an an perca atain wa awan gaji,1,0,1,0,0,0,0,0,1,1,0,0
943,tabayun om cocot busuk wkwk pelihara main isu ra ba,1,1,1,0,0,0,1,0,0,1,0,0
944,indonesiakua ifreepo pe huni freepo ba sih a semoga tenaga kerja asi nya batas ban k tenaga kerja indonesia butuh,0,0,0,0,0,0,0,0,0,0,0,0
945,bar pikir golo an t indonesia bentuk fisikn manusia jiwa komunis golo an komunis krisis sifat manusia,0,0,0,0,0,0,0,0,0,0,0,0
